No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
593;32,14798;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=149595 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,14798;32,14810;0,00012;;-0,004754;0,004874;0,009628
594;32,14810;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=151003 Win=132352 Len=0;;32,14810;32,15297;0,004874;;0,00487;4E-06;-0,004866
595;32,15297;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=151003 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,15297;32,15298;4E-06;;-0,000509;0,000513;0,001022
596;32,15298;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=152411 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,15298;32,15349;0,000513;;0,00051;3E-06;-0,000507
597;32,15349;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=153819 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,15349;32,15349;3E-06;;-6E-05;6,3E-05;0,000123
598;32,15349;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=155227 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,15349;32,15356;6,3E-05;;-0,027974;0,028037;0,056011
599;32,15356;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=156635 Win=132352 Len=0;;32,15356;32,18159;0,028037;;0,027645;0,000392;-0,027253
601;32,18159;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=156635 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18159;32,18199;0,000392;;0,000388;4E-06;-0,000384
602;32,18199;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=158043 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18199;32,18199;4E-06;;-8,7E-05;9,1E-05;0,000178
603;32,18199;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,18199;32,18208;9,1E-05;;-5,7E-05;0,000148;0,000205
604;32,18208;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=160859 Win=132352 Len=0;;32,18208;32,18223;0,000148;;-0,000155;0,000303;0,000458
606;32,18223;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=160859 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18223;32,18253;0,000303;;0,000299;4E-06;-0,000295
607;32,18253;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=162267 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18253;32,18254;4E-06;;-8,3E-05;8,7E-05;0,00017
608;32,18254;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=163675 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18254;32,18262;8,7E-05;;-8,4E-05;0,000171;0,000255
610;32,18262;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=165083 Win=132352 Len=0;;32,18262;32,18279;0,000171;;0,000166;5E-06;-0,000161
611;32,18279;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=165083 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18279;32,18280;5E-06;;-0,000312;0,000317;0,000629
612;32,18280;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=166491 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18280;32,18312;0,000317;;0,000313;4E-06;-0,000309
613;32,18312;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=167899 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18312;32,18312;4E-06;;-8,7E-05;9,1E-05;0,000178
614;32,18312;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=169307 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18312;32,18321;9,1E-05;;-0,000155;0,000246;0,000401
615;32,18321;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=170715 Win=132352 Len=0;;32,18321;32,18346;0,000246;;-0,014102;0,014348;0,02845
616;32,18346;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=170715 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,18346;32,19781;0,014348;;0,014342;6E-06;-0,014336
617;32,19781;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=172123 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,19781;32,19781;6E-06;;-0,000153;0,000159;0,000312
618;32,19781;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=173531 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,19781;32,19797;0,000159;;1,4E-05;0,000145;0,000131
619;32,19797;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=174939 Win=132352 Len=0;;32,19797;32,19812;0,000145;;-0,000873;0,001018;0,001891
621;32,19812;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,19812;32,19913;0,001018;;0,001014;4E-06;-0,00101
623;32,19913;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=176347 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,19913;32,19914;4E-06;;-0,000102;0,000106;0,000208
624;32,19914;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=177755 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,19914;32,19924;0,000106;;-0,00425;0,004356;0,008606
625;32,19924;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=179163 Win=132352 Len=0;;32,19924;32,20360;0,004356;;0,00435;6E-06;-0,004344
626;32,20360;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=179163 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,20360;32,20361;6E-06;;-0,000356;0,000362;0,000718
627;32,20361;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=180571 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,20361;32,20397;0,000362;;0,000358;4E-06;-0,000354
628;32,20397;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=181979 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,20397;32,20397;4E-06;;-7E-05;7,4E-05;0,000144
629;32,20397;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=183387 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,20397;32,20405;7,4E-05;;-0,004993;0,005067;0,01006
630;32,20405;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=184795 Win=132352 Len=0;;32,20405;32,20911;0,005067;;0,005061;6E-06;-0,005055
631;32,20911;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=184795 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,20911;32,20912;6E-06;;-0,000251;0,000257;0,000508
632;32,20912;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=186203 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,20912;32,20938;0,000257;;0,000253;4E-06;-0,000249
633;32,20938;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=187611 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,20938;32,20938;4E-06;;-6,4E-05;6,8E-05;0,000132
634;32,20938;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=189019 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,20938;32,20945;6,8E-05;;-8,8E-05;0,000156;0,000244
635;32,20945;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=190427 Win=132352 Len=0;;32,20945;32,20960;0,000156;;1,9E-05;0,000137;0,000118
636;32,20960;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=190427 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,20960;32,20974;0,000137;;5,9E-05;7,8E-05;1,9E-05
637;32,20974;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,20974;32,20982;7,8E-05;;-0,00013;0,000208;0,000338
638;32,20982;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=193243 Win=132352 Len=0;;32,20982;32,21003;0,000208;;0,000202;6E-06;-0,000196
639;32,21003;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=193243 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,21003;32,21003;6E-06;;-0,000255;0,000261;0,000516
640;32,21003;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=194651 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,21003;32,21029;0,000261;;0,000257;4E-06;-0,000253
641;32,21029;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=196059 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,21029;32,21030;4E-06;;-7,6E-05;8E-05;0,000156
642;32,21030;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=197467 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,21030;32,21038;8E-05;;-0,000142;0,000222;0,000364
643;32,21038;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=198875 Win=132352 Len=0;;32,21038;32,21060;0,000222;;0,000216;6E-06;-0,00021
644;32,21060;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=198875 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,21060;32,21061;6E-06;;-0,011171;0,011177;0,022348
645;32,21061;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=200283 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,21061;32,22178;0,011177;;0,011063;0,000114;-0,010949
646;32,22178;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=201691 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,22178;32,22190;0,000114;;-0,000125;0,000239;0,000364
647;32,22190;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=203099 Win=132352 Len=0;;32,22190;32,22214;0,000239;;-0,003067;0,003306;0,006373
648;32,22214;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=203099 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,22214;32,22544;0,003306;;0,003302;4E-06;-0,003298
649;32,22544;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=204507 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,22544;32,22545;4E-06;;-8,8E-05;9,2E-05;0,00018
650;32,22545;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=205915 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,22545;32,22554;9,2E-05;;-2,1E-05;0,000113;0,000134
651;32,22554;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=207323 Win=132352 Len=0;;32,22554;32,22565;0,000113;;-0,019193;0,019306;0,038499
652;32,22565;142,251,85,71;192,168,100,21;TCP;438;443  >  62448 [PSH, ACK] Seq=207323 Ack=3504 Win=76288 Len=384 [TCP segment of a reassembled PDU];;32,22565;32,24496;0,019306;;-0,00506;0,024366;0,029426
653;32,24496;142,251,12,94;192,168,100,21;OCSP;755;Response;;32,24496;32,26932;0,024366;;-0,006832;0,031198;0,03803
654;32,26932;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=207707 Win=131840 Len=0;;32,26932;32,30052;0,031198;;-0,061685;0,092883;0,154568
659;32,30052;192,168,100,21;142,251,12,94;TCP;54;62450  >  80 [ACK] Seq=853 Ack=1403 Win=64251 Len=0;;32,30052;32,39340;0,092883;;0,0913;0,001583;-0,089717
661;32,39340;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,39340;32,39499;0,001583;;0,001467;0,000116;-0,001351
662;32,39499;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=209115 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,39499;32,39510;0,000116;;-0,003974;0,00409;0,008064
663;32,39510;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=210523 Win=132352 Len=0;;32,39510;32,39919;0,00409;;0,004083;7E-06;-0,004076
664;32,39919;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=210523 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,39919;32,39920;7E-06;;-0,018214;0,018221;0,036435
665;32,39920;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=211931 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,39920;32,41742;0,018221;;0,018046;0,000175;-0,017871
666;32,41742;142,251,85,71;192,168,100,21;TCP;1078;443  >  62448 [PSH, ACK] Seq=213339 Ack=3504 Win=76288 Len=1024 [TCP segment of a reassembled PDU];;32,41742;32,41760;0,000175;;-0,000347;0,000522;0,000869
668;32,41760;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=214363 Win=132352 Len=0;;32,41760;32,41812;0,000522;;0,000516;6E-06;-0,00051
669;32,41812;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=214363 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,41812;32,41812;6E-06;;-0,000128;0,000134;0,000262
670;32,41812;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=215771 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,41812;32,41826;0,000134;;0,000128;6E-06;-0,000122
671;32,41826;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=217179 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,41826;32,41826;6E-06;;-7,5E-05;8,1E-05;0,000156
672;32,41826;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=218587 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,41826;32,41834;8,1E-05;;-0,003718;0,003799;0,007517
673;32,41834;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=219995 Win=132352 Len=0;;32,41834;32,42214;0,003799;;0,003793;6E-06;-0,003787
674;32,42214;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=219995 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,42214;32,42215;6E-06;;-0,011726;0,011732;0,023458
675;32,42215;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=221403 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,42215;32,43388;0,011732;;0,011726;6E-06;-0,01172
676;32,43388;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=222811 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43388;32,43389;6E-06;;-0,000138;0,000144;0,000282
677;32,43389;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,43389;32,43403;0,000144;;-2,5E-05;0,000169;0,000194
678;32,43403;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=225627 Win=132352 Len=0;;32,43403;32,43420;0,000169;;0,000164;5E-06;-0,000159
679;32,43420;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=225627 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43420;32,43421;5E-06;;-0,000246;0,000251;0,000497
680;32,43421;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=227035 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43421;32,43446;0,000251;;0,000247;4E-06;-0,000243
681;32,43446;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=228443 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43446;32,43446;4E-06;;-7E-05;7,4E-05;0,000144
682;32,43446;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=229851 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43446;32,43453;7,4E-05;;-0,000137;0,000211;0,000348
683;32,43453;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=231259 Win=132352 Len=0;;32,43453;32,43475;0,000211;;0,000207;4E-06;-0,000203
684;32,43475;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=231259 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43475;32,43475;4E-06;;-0,000292;0,000296;0,000588
685;32,43475;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=232667 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43475;32,43505;0,000296;;0,000292;4E-06;-0,000288
686;32,43505;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=234075 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43505;32,43505;4E-06;;-6,6E-05;7E-05;0,000136
687;32,43505;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=235483 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43505;32,43512;7E-05;;-0,002581;0,002651;0,005232
688;32,43512;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=236891 Win=132352 Len=0;;32,43512;32,43777;0,002651;;0,002647;4E-06;-0,002643
689;32,43777;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=236891 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43777;32,43777;4E-06;;-0,00796;0,007964;0,015924
690;32,43777;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=238299 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,43777;32,44574;0,007964;;0,007825;0,000139;-0,007686
692;32,44574;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=239707 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,44574;32,44588;0,000139;;-0,001678;0,001817;0,003495
693;32,44588;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=241115 Win=132352 Len=0;;32,44588;32,44769;0,001817;;-0,007163;0,00898;0,016143
694;32,44769;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,44769;32,45667;0,00898;;0,008826;0,000154;-0,008672
695;32,45667;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=242523 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,45667;32,45683;0,000154;;-0,00069;0,000844;0,001534
696;32,45683;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=243931 Win=132352 Len=0;;32,45683;32,45767;0,000844;;-0,002745;0,003589;0,006334
697;32,45767;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=243931 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,45767;32,46126;0,003589;;0,003582;7E-06;-0,003575
698;32,46126;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=245339 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,46126;32,46127;7E-06;;6E-06;1E-06;-5E-06
699;32,46127;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=246747 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,46127;32,46127;1E-06;;-1E-06;2E-06;3E-06
700;32,46127;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=248155 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,46127;32,46127;2E-06;;1E-06;1E-06;-7,10543E-15
701;32,46127;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=249563 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,46127;32,46127;1E-06;;-0,000129;0,00013;0,000259
702;32,46127;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=250971 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,46127;32,46140;0,00013;;-3E-06;0,000133;0,000136
703;32,46140;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=252379 Win=132352 Len=0;;32,46140;32,46154;0,000133;;-0,015363;0,015496;0,030859
704;32,46154;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=252379 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,46154;32,47703;0,015496;;0,01549;6E-06;-0,015484
705;32,47703;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=253787 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,47703;32,47704;6E-06;;-0,000129;0,000135;0,000264
706;32,47704;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=255195 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,47704;32,47717;0,000135;;-2,9E-05;0,000164;0,000193
707;32,47717;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=256603 Win=132352 Len=0;;32,47717;32,47734;0,000164;;0,00016;4E-06;-0,000156
708;32,47734;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;32,47734;32,47734;4E-06;;1E-06;3E-06;2E-06
709;32,47734;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=258011 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,47734;32,47734;3E-06;;-0,000192;0,000195;0,000387
710;32,47734;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=259419 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,47734;32,47754;0,000195;;0,000191;4E-06;-0,000187
711;32,47754;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=260827 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,47754;32,47754;4E-06;;-6,1E-05;6,5E-05;0,000126
712;32,47754;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=262235 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,47754;32,47761;6,5E-05;;-0,000169;0,000234;0,000403
713;32,47761;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=263643 Win=132352 Len=0;;32,47761;32,47784;0,000234;;-0,009858;0,010092;0,01995
714;32,47784;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=263643 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,47784;32,48793;0,010092;;0,009916;0,000176;-0,00974
715;32,48793;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=265051 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,48793;32,48811;0,000176;;-8,3E-05;0,000259;0,000342
716;32,48811;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=266459 Win=132352 Len=0;;32,48811;32,48837;0,000259;;0,000252;7E-06;-0,000245
717;32,48837;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=266459 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,48837;32,48838;7E-06;;-0,00023;0,000237;0,000467
718;32,48838;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=267867 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,48838;32,48861;0,000237;;0,000162;7,5E-05;-8,7E-05
719;32,48861;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=269275 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;32,48861;32,48869;7,5E-05;;-0,006428;0,006503;0,012931
